LCLid,tstp,energy(kWh/hh)
MAC000002,4/17/2013 22:00,0.243
MAC000002,4/17/2013 22:30,0.176
MAC000002,4/17/2013 23:00,0.24
MAC000002,4/17/2013 23:30,0.18
MAC000002,4/18/2013 0:00,0.225
MAC000002,4/18/2013 0:30,0.17
MAC000002,4/18/2013 1:00,0.187
MAC000002,4/18/2013 1:30,0.176
MAC000002,4/18/2013 2:00,0.181
MAC000002,4/18/2013 2:30,0.179
MAC000002,4/18/2013 3:00,0.158
MAC000002,4/18/2013 3:30,0.103
MAC000002,4/18/2013 4:00,0.116
MAC000002,4/18/2013 4:30,0.099
MAC000002,4/18/2013 5:00,0.111
MAC000002,4/18/2013 5:30,0.102
MAC000002,4/18/2013 6:00,0.105
MAC000002,4/18/2013 6:30,0.109
MAC000002,4/18/2013 7:00,0.099
MAC000002,4/18/2013 7:30,0.113
MAC000002,4/18/2013 8:00,0.098
MAC000002,4/18/2013 8:30,0.159
MAC000002,4/18/2013 9:00,0.083
MAC000002,4/18/2013 9:30,0.535
MAC000002,4/18/2013 10:00,0.278
MAC000002,4/18/2013 10:30,0.328
MAC000002,4/18/2013 11:00,0.559
MAC000002,4/18/2013 11:30,0.105
MAC000002,4/18/2013 12:00,0.11
MAC000002,4/18/2013 12:30,0.094
MAC000002,4/18/2013 13:00,0.118
MAC000002,4/18/2013 13:30,0.086
MAC000002,4/18/2013 14:00,0.125
MAC000002,4/18/2013 14:30,0.078
MAC000002,4/18/2013 15:00,0.129
MAC000002,4/18/2013 15:30,0.073
MAC000002,4/18/2013 16:00,0.129
MAC000002,4/18/2013 16:30,0.083
MAC000002,4/18/2013 17:00,0.147
MAC000002,4/18/2013 17:30,0.138
MAC000002,4/18/2013 18:00,0.285
MAC000002,4/18/2013 18:30,0.598
MAC000002,4/18/2013 19:00,0.194
MAC000002,4/18/2013 19:30,0.678
MAC000002,4/18/2013 20:00,0.227
MAC000002,4/18/2013 20:30,0.189
MAC000002,4/18/2013 21:00,0.344
MAC000002,4/18/2013 21:30,0.442
MAC000002,4/18/2013 22:00,0.486
MAC000002,4/18/2013 22:30,0.415
MAC000002,4/18/2013 23:00,0.406
MAC000002,4/18/2013 23:30,0.394
MAC000002,4/19/2013 0:00,0.384
MAC000002,4/19/2013 0:30,0.287
MAC000002,4/19/2013 1:00,0.097
MAC000002,4/19/2013 1:30,0.128
MAC000002,4/19/2013 2:00,0.087
MAC000002,4/19/2013 2:30,0.179
MAC000002,4/19/2013 3:00,0.162
MAC000002,4/19/2013 3:30,0.14
MAC000002,4/19/2013 4:00,0.077
MAC000002,4/19/2013 4:30,0.137
MAC000002,4/19/2013 5:00,0.074
MAC000002,4/19/2013 5:30,0.131
MAC000002,4/19/2013 6:00,0.074
MAC000002,4/19/2013 6:30,0.128
MAC000002,4/19/2013 7:00,0.073
MAC000002,4/19/2013 7:30,0.188
MAC000002,4/19/2013 8:00,0.078
MAC000002,4/19/2013 8:30,0.53
MAC000002,4/19/2013 9:00,0.298
MAC000002,4/19/2013 9:30,0.168
MAC000002,4/19/2013 10:00,0.107
MAC000002,4/19/2013 10:30,0.122
MAC000002,4/19/2013 11:00,0.126
MAC000002,4/19/2013 11:30,0.102
MAC000002,4/19/2013 12:00,0.112
MAC000002,4/19/2013 12:30,0.87
MAC000002,4/19/2013 13:00,0.361
MAC000002,4/19/2013 13:30,0.276
MAC000002,4/19/2013 14:00,0.331
MAC000002,4/19/2013 14:30,0.276
MAC000002,4/19/2013 15:00,0.504
MAC000002,4/19/2013 15:30,0.188
MAC000002,4/19/2013 16:00,0.175
MAC000002,4/19/2013 16:30,0.345
MAC000002,4/19/2013 17:00,0.187
MAC000002,4/19/2013 17:30,0.168
MAC000002,4/19/2013 18:00,0.157
MAC000002,4/19/2013 18:30,0.175
MAC000002,4/19/2013 19:00,0.118
MAC000002,4/19/2013 19:30,0.168
MAC000002,4/19/2013 20:00,0.161
MAC000002,4/19/2013 20:30,0.158
MAC000002,4/19/2013 21:00,0.141
MAC000002,4/19/2013 21:30,0.179
MAC000002,4/19/2013 22:00,0.415
MAC000002,4/19/2013 22:30,0.287
MAC000002,4/19/2013 23:00,0.307
MAC000002,4/19/2013 23:30,0.367
MAC000002,4/20/2013 0:00,0.456
MAC000002,4/20/2013 0:30,0.397
MAC000002,4/20/2013 1:00,0.416
MAC000002,4/20/2013 1:30,0.25
MAC000002,4/20/2013 2:00,0.122
MAC000002,4/20/2013 2:30,0.103
MAC000002,4/20/2013 3:00,0.099
MAC000002,4/20/2013 3:30,0.115
MAC000002,4/20/2013 4:00,0.085
MAC000002,4/20/2013 4:30,0.124
MAC000002,4/20/2013 5:00,0.075
MAC000002,4/20/2013 5:30,0.123
MAC000002,4/20/2013 6:00,0.077
MAC000002,4/20/2013 6:30,0.122
MAC000002,4/20/2013 7:00,0.09
MAC000002,4/20/2013 7:30,0.106
MAC000002,4/20/2013 8:00,0.127
MAC000002,4/20/2013 8:30,0.109
MAC000002,4/20/2013 9:00,0.248
MAC000002,4/20/2013 9:30,0.706
MAC000002,4/20/2013 10:00,0.241
MAC000002,4/20/2013 10:30,0.403
MAC000002,4/20/2013 11:00,0.508
MAC000002,4/20/2013 11:30,0.624
MAC000002,4/20/2013 12:00,0.893
MAC000002,4/20/2013 12:30,0.818
MAC000002,4/20/2013 13:00,0.866
MAC000002,4/20/2013 13:30,1.681
MAC000002,4/20/2013 14:00,0.602
MAC000002,4/20/2013 14:30,0.393
MAC000002,4/20/2013 15:00,0.272
MAC000002,4/20/2013 15:30,0.39
MAC000002,4/20/2013 16:00,0.412
MAC000002,4/20/2013 16:30,0.393
MAC000002,4/20/2013 17:00,0.329
MAC000002,4/20/2013 17:30,0.294
MAC000002,4/20/2013 18:00,0.275
MAC000002,4/20/2013 18:30,0.283
MAC000002,4/20/2013 19:00,0.236
MAC000002,4/20/2013 19:30,0.281
MAC000002,4/20/2013 20:00,0.249
MAC000002,4/20/2013 20:30,0.483
MAC000002,4/20/2013 21:00,0.596
MAC000002,4/20/2013 21:30,0.562
MAC000002,4/20/2013 22:00,0.646
MAC000002,4/20/2013 22:30,0.531
MAC000002,4/20/2013 23:00,0.435
MAC000002,4/20/2013 23:30,0.279
MAC000002,4/21/2013 0:00,0.203
MAC000002,4/21/2013 0:30,0.239
MAC000002,4/21/2013 1:00,0.174
MAC000002,4/21/2013 1:30,0.134
MAC000002,4/21/2013 2:00,0.152
MAC000002,4/21/2013 2:30,0.172
MAC000002,4/21/2013 3:00,0.143
MAC000002,4/21/2013 3:30,0.075
MAC000002,4/21/2013 4:00,0.132
MAC000002,4/21/2013 4:30,0.075
MAC000002,4/21/2013 5:00,0.129
MAC000002,4/21/2013 5:30,0.075
MAC000002,4/21/2013 6:00,0.125
MAC000002,4/21/2013 6:30,0.075
MAC000002,4/21/2013 7:00,0.126
MAC000002,4/21/2013 7:30,0.076
MAC000002,4/21/2013 8:00,0.123
MAC000002,4/21/2013 8:30,0.084
MAC000002,4/21/2013 9:00,0.117
MAC000002,4/21/2013 9:30,0.432
MAC000002,4/21/2013 10:00,0.227
MAC000002,4/21/2013 10:30,0.302
MAC000002,4/21/2013 11:00,0.301
MAC000002,4/21/2013 11:30,0.515
MAC000002,4/21/2013 12:00,0.281
MAC000002,4/21/2013 12:30,0.362
MAC000002,4/21/2013 13:00,0.626
MAC000002,4/21/2013 13:30,0.155
MAC000002,4/21/2013 14:00,0.841
MAC000002,4/21/2013 14:30,0.698
MAC000002,4/21/2013 15:00,0.811
MAC000002,4/21/2013 15:30,0.119
MAC000002,4/21/2013 16:00,0.186
MAC000002,4/21/2013 16:30,0.216
MAC000002,4/21/2013 17:00,0.543
MAC000002,4/21/2013 17:30,0.711
MAC000002,4/21/2013 18:00,0.588
MAC000002,4/21/2013 18:30,0.46
MAC000002,4/21/2013 19:00,0.202
MAC000002,4/21/2013 19:30,0.28
MAC000002,4/21/2013 20:00,0.224
MAC000002,4/21/2013 20:30,0.282
MAC000002,4/21/2013 21:00,0.387
MAC000002,4/21/2013 21:30,0.329
MAC000002,4/21/2013 22:00,0.265
MAC000002,4/21/2013 22:30,0.22
MAC000002,4/21/2013 23:00,0.343
MAC000002,4/21/2013 23:30,0.245
MAC000002,4/22/2013 0:00,0.291
MAC000002,4/22/2013 0:30,0.204
MAC000002,4/22/2013 1:00,0.136
MAC000002,4/22/2013 1:30,0.107
MAC000002,4/22/2013 2:00,0.109
MAC000002,4/22/2013 2:30,0.114
MAC000002,4/22/2013 3:00,0.092
MAC000002,4/22/2013 3:30,0.124
MAC000002,4/22/2013 4:00,0.077
MAC000002,4/22/2013 4:30,0.126
MAC000002,4/22/2013 5:00,0.074
MAC000002,4/22/2013 5:30,0.189
MAC000002,4/22/2013 6:00,0.09
MAC000002,4/22/2013 6:30,0.111
MAC000002,4/22/2013 7:00,0.115
MAC000002,4/22/2013 7:30,0.147
MAC000002,4/22/2013 8:00,0.625
MAC000002,4/22/2013 8:30,0.158
MAC000002,4/22/2013 9:00,0.499
MAC000002,4/22/2013 9:30,0.37
MAC000002,4/22/2013 10:00,0.147
MAC000002,4/22/2013 10:30,0.123
MAC000002,4/22/2013 11:00,0.111
MAC000002,4/22/2013 11:30,0.121
MAC000002,4/22/2013 12:00,0.158
MAC000002,4/22/2013 12:30,0.127
MAC000002,4/22/2013 13:00,0.075
MAC000002,4/22/2013 13:30,0.127
MAC000002,4/22/2013 14:00,0.074
MAC000002,4/22/2013 14:30,0.126
MAC000002,4/22/2013 15:00,0.087
MAC000002,4/22/2013 15:30,0.112
MAC000002,4/22/2013 16:00,0.105
MAC000002,4/22/2013 16:30,0.178
MAC000002,4/22/2013 17:00,0.157
MAC000002,4/22/2013 17:30,0.121
MAC000002,4/22/2013 18:00,0.135
MAC000002,4/22/2013 18:30,0.152
MAC000002,4/22/2013 19:00,0.898
MAC000002,4/22/2013 19:30,0.185
MAC000002,4/22/2013 20:00,0.144
MAC000002,4/22/2013 20:30,0.251
MAC000002,4/22/2013 21:00,0.235
MAC000002,4/22/2013 21:30,0.285
MAC000002,4/22/2013 22:00,0.246
MAC000002,4/22/2013 22:30,0.264
MAC000002,4/22/2013 23:00,0.235
MAC000002,4/22/2013 23:30,0.232
MAC000002,4/23/2013 0:00,0.229
MAC000002,4/23/2013 0:30,0.19
MAC000002,4/23/2013 1:00,0.202
MAC000002,4/23/2013 1:30,0.093
MAC000002,4/23/2013 2:00,0.216
MAC000002,4/23/2013 2:30,0.144
MAC000002,4/23/2013 3:00,0.13
MAC000002,4/23/2013 3:30,0.079
MAC000002,4/23/2013 4:00,0.137
MAC000002,4/23/2013 4:30,0.073
MAC000002,4/23/2013 5:00,0.135
MAC000002,4/23/2013 5:30,0.077
MAC000002,4/23/2013 6:00,0.129
MAC000002,4/23/2013 6:30,0.082
MAC000002,4/23/2013 7:00,0.122
MAC000002,4/23/2013 7:30,0.089
MAC000002,4/23/2013 8:00,0.156
MAC000002,4/23/2013 8:30,0.102
MAC000002,4/23/2013 9:00,0.105
MAC000002,4/23/2013 9:30,0.108
MAC000002,4/23/2013 10:00,0.445
MAC000002,4/23/2013 10:30,0.125
MAC000002,4/23/2013 11:00,0.085
MAC000002,4/23/2013 11:30,0.131
MAC000002,4/23/2013 12:00,0.079
MAC000002,4/23/2013 12:30,0.373
MAC000002,4/23/2013 13:00,0.231
MAC000002,4/23/2013 13:30,0.093
MAC000002,4/23/2013 14:00,0.127
MAC000002,4/23/2013 14:30,0.085
MAC000002,4/23/2013 15:00,0.13
MAC000002,4/23/2013 15:30,0.082
MAC000002,4/23/2013 16:00,0.13
MAC000002,4/23/2013 16:30,0.087
MAC000002,4/23/2013 17:00,0.127
MAC000002,4/23/2013 17:30,0.186
MAC000002,4/23/2013 18:00,0.146
MAC000002,4/23/2013 18:30,0.118
MAC000002,4/23/2013 19:00,1.17
MAC000002,4/23/2013 19:30,0.171
MAC000002,4/23/2013 20:00,0.177
MAC000002,4/23/2013 20:30,0.208
MAC000002,4/23/2013 21:00,0.181
MAC000002,4/23/2013 21:30,0.211
MAC000002,4/23/2013 22:00,0.173
MAC000002,4/23/2013 22:30,0.214
MAC000002,4/23/2013 23:00,0.144
MAC000002,4/23/2013 23:30,0.198
MAC000002,4/24/2013 0:00,0.147
MAC000002,4/24/2013 0:30,0.192
MAC000002,4/24/2013 1:00,0.157
MAC000002,4/24/2013 1:30,0.132
MAC000002,4/24/2013 2:00,0.109
MAC000002,4/24/2013 2:30,0.101
MAC000002,4/24/2013 3:00,0.119
MAC000002,4/24/2013 3:30,0.088
MAC000002,4/24/2013 4:00,0.13
MAC000002,4/24/2013 4:30,0.076
MAC000002,4/24/2013 5:00,0.131
MAC000002,4/24/2013 5:30,0.076
MAC000002,4/24/2013 6:00,0.126
MAC000002,4/24/2013 6:30,0.09
MAC000002,4/24/2013 7:00,0.111
MAC000002,4/24/2013 7:30,0.103
MAC000002,4/24/2013 8:00,0.098
MAC000002,4/24/2013 8:30,0.159
MAC000002,4/24/2013 9:00,0.384
MAC000002,4/24/2013 9:30,0.164
MAC000002,4/24/2013 10:00,0.107
MAC000002,4/24/2013 10:30,0.121
MAC000002,4/24/2013 11:00,0.106
MAC000002,4/24/2013 11:30,0.418
MAC000002,4/24/2013 12:00,0.606
MAC000002,4/24/2013 12:30,0.266
MAC000002,4/24/2013 13:00,0.127
MAC000002,4/24/2013 13:30,0.093
MAC000002,4/24/2013 14:00,0.111
MAC000002,4/24/2013 14:30,0.111
MAC000002,4/24/2013 15:00,0.092
MAC000002,4/24/2013 15:30,0.129
MAC000002,4/24/2013 16:00,0.074
MAC000002,4/24/2013 16:30,0.135
MAC000002,4/24/2013 17:00,0.228
MAC000002,4/24/2013 17:30,0.148
MAC000002,4/24/2013 18:00,0.155
MAC000002,4/24/2013 18:30,0.109
MAC000002,4/24/2013 19:00,0.91
MAC000002,4/24/2013 19:30,0.146
MAC000002,4/24/2013 20:00,0.197
MAC000002,4/24/2013 20:30,0.181
MAC000002,4/24/2013 21:00,0.192
MAC000002,4/24/2013 21:30,0.208
MAC000002,4/24/2013 22:00,0.173
MAC000002,4/24/2013 22:30,0.265
MAC000002,4/24/2013 23:00,0.223
MAC000002,4/24/2013 23:30,0.215
MAC000002,4/25/2013 0:00,0.141
MAC000002,4/25/2013 0:30,0.185
MAC000002,4/25/2013 1:00,0.081
MAC000002,4/25/2013 1:30,0.144
MAC000002,4/25/2013 2:00,0.075
MAC000002,4/25/2013 2:30,0.136
MAC000002,4/25/2013 3:00,0.079
MAC000002,4/25/2013 3:30,0.132
MAC000002,4/25/2013 4:00,0.087
MAC000002,4/25/2013 4:30,0.122
MAC000002,4/25/2013 5:00,0.097
MAC000002,4/25/2013 5:30,0.108
MAC000002,4/25/2013 6:00,0.107
MAC000002,4/25/2013 6:30,0.098
MAC000002,4/25/2013 7:00,0.117
MAC000002,4/25/2013 7:30,0.085
MAC000002,4/25/2013 8:00,0.128
MAC000002,4/25/2013 8:30,0.12
MAC000002,4/25/2013 9:00,0.135
MAC000002,4/25/2013 9:30,0.425
MAC000002,4/25/2013 10:00,0.116
MAC000002,4/25/2013 10:30,0.097
MAC000002,4/25/2013 11:00,0.457
MAC000002,4/25/2013 11:30,0.088
MAC000002,4/25/2013 12:00,0.132
MAC000002,4/25/2013 12:30,0.078
MAC000002,4/25/2013 13:00,0.134
MAC000002,4/25/2013 13:30,0.073
MAC000002,4/25/2013 14:00,0.133
MAC000002,4/25/2013 14:30,0.084
MAC000002,4/25/2013 15:00,0.123
MAC000002,4/25/2013 15:30,0.094
MAC000002,4/25/2013 16:00,0.112
MAC000002,4/25/2013 16:30,0.105
MAC000002,4/25/2013 17:00,0.291
MAC000002,4/25/2013 17:30,0.552
MAC000002,4/25/2013 18:00,0.192
MAC000002,4/25/2013 18:30,0.361
MAC000002,4/25/2013 19:00,1.374
MAC000002,4/25/2013 19:30,0.214
MAC000002,4/25/2013 20:00,0.216
MAC000002,4/25/2013 20:30,0.273
MAC000002,4/25/2013 21:00,0.188
MAC000002,4/25/2013 21:30,0.397
MAC000002,4/25/2013 22:00,0.419
MAC000002,4/25/2013 22:30,0.218
MAC000002,4/25/2013 23:00,0.158
MAC000002,4/25/2013 23:30,0.2
MAC000002,4/26/2013 0:00,0.142
MAC000002,4/26/2013 0:30,0.204
MAC000002,4/26/2013 1:00,0.109
MAC000002,4/26/2013 1:30,0.125
MAC000002,4/26/2013 2:00,0.098
MAC000002,4/26/2013 2:30,0.114
MAC000002,4/26/2013 3:00,0.106
MAC000002,4/26/2013 3:30,0.105
MAC000002,4/26/2013 4:00,0.115
MAC000002,4/26/2013 4:30,0.094
MAC000002,4/26/2013 5:00,0.124
MAC000002,4/26/2013 5:30,0.083
MAC000002,4/26/2013 6:00,0.131
MAC000002,4/26/2013 6:30,0.074
MAC000002,4/26/2013 7:00,0.13
MAC000002,4/26/2013 7:30,0.079
MAC000002,4/26/2013 8:00,0.165
MAC000002,4/26/2013 8:30,0.359
MAC000002,4/26/2013 9:00,0.231
MAC000002,4/26/2013 9:30,0.111
MAC000002,4/26/2013 10:00,0.414
MAC000002,4/26/2013 10:30,0.172
MAC000002,4/26/2013 11:00,0.09
MAC000002,4/26/2013 11:30,0.23
MAC000002,4/26/2013 12:00,0.822
MAC000002,4/26/2013 12:30,0.806
MAC000002,4/26/2013 13:00,0.295
MAC000002,4/26/2013 13:30,0.084
MAC000002,4/26/2013 14:00,0.255
MAC000002,4/26/2013 14:30,0.319
MAC000002,4/26/2013 15:00,0.351
MAC000002,4/26/2013 15:30,0.38
MAC000002,4/26/2013 16:00,0.218
MAC000002,4/26/2013 16:30,0.193
MAC000002,4/26/2013 17:00,0.134
MAC000002,4/26/2013 17:30,0.178
MAC000002,4/26/2013 18:00,0.116
MAC000002,4/26/2013 18:30,0.218
MAC000002,4/26/2013 19:00,0.17
MAC000002,4/26/2013 19:30,0.119
MAC000002,4/26/2013 20:00,0.147
MAC000002,4/26/2013 20:30,0.124
MAC000002,4/26/2013 21:00,0.123
MAC000002,4/26/2013 21:30,0.272
MAC000002,4/26/2013 22:00,0.307
MAC000002,4/26/2013 22:30,0.272
MAC000002,4/26/2013 23:00,0.252
MAC000002,4/26/2013 23:30,0.224
MAC000002,4/27/2013 0:00,0.246
MAC000002,4/27/2013 0:30,0.195
MAC000002,4/27/2013 1:00,0.209
MAC000002,4/27/2013 1:30,0.083
MAC000002,4/27/2013 2:00,0.136
MAC000002,4/27/2013 2:30,0.074
MAC000002,4/27/2013 3:00,0.133
MAC000002,4/27/2013 3:30,0.082
MAC000002,4/27/2013 4:00,0.124
MAC000002,4/27/2013 4:30,0.091
MAC000002,4/27/2013 5:00,0.113
MAC000002,4/27/2013 5:30,0.101
MAC000002,4/27/2013 6:00,0.101
MAC000002,4/27/2013 6:30,0.111
MAC000002,4/27/2013 7:00,0.089
MAC000002,4/27/2013 7:30,0.16
MAC000002,4/27/2013 8:00,0.082
MAC000002,4/27/2013 8:30,0.606
MAC000002,4/27/2013 9:00,0.2
MAC000002,4/27/2013 9:30,0.387
MAC000002,4/27/2013 10:00,0.355
MAC000002,4/27/2013 10:30,0.331
MAC000002,4/27/2013 11:00,0.363
MAC000002,4/27/2013 11:30,0.388
MAC000002,4/27/2013 12:00,0.281
MAC000002,4/27/2013 12:30,0.111
MAC000002,4/27/2013 13:00,0.129
MAC000002,4/27/2013 13:30,0.101
MAC000002,4/27/2013 14:00,0.101
MAC000002,4/27/2013 14:30,0.113
MAC000002,4/27/2013 15:00,0.122
MAC000002,4/27/2013 15:30,0.124
MAC000002,4/27/2013 16:00,0.073
MAC000002,4/27/2013 16:30,0.159
MAC000002,4/27/2013 17:00,0.082
MAC000002,4/27/2013 17:30,0.187
MAC000002,4/27/2013 18:00,0.232
MAC000002,4/27/2013 18:30,0.17
MAC000002,4/27/2013 19:00,1.011
MAC000002,4/27/2013 19:30,0.194
MAC000002,4/27/2013 20:00,0.228
MAC000002,4/27/2013 20:30,0.204
MAC000002,4/27/2013 21:00,0.207
MAC000002,4/27/2013 21:30,0.208
MAC000002,4/27/2013 22:00,0.192
MAC000002,4/27/2013 22:30,0.221
MAC000002,4/27/2013 23:00,0.182
MAC000002,4/27/2013 23:30,0.233
MAC000002,4/28/2013 0:00,0.162
MAC000002,4/28/2013 0:30,0.199
MAC000002,4/28/2013 1:00,0.149
MAC000002,4/28/2013 1:30,0.095
MAC000002,4/28/2013 2:00,0.126
MAC000002,4/28/2013 2:30,0.074
MAC000002,4/28/2013 3:00,0.125
MAC000002,4/28/2013 3:30,0.083
MAC000002,4/28/2013 4:00,0.115
MAC000002,4/28/2013 4:30,0.099
MAC000002,4/28/2013 5:00,0.1
MAC000002,4/28/2013 5:30,0.113
MAC000002,4/28/2013 6:00,0.086
MAC000002,4/28/2013 6:30,0.124
MAC000002,4/28/2013 7:00,0.074
MAC000002,4/28/2013 7:30,0.121
MAC000002,4/28/2013 8:00,0.076
MAC000002,4/28/2013 8:30,0.136
MAC000002,4/28/2013 9:00,0.125
MAC000002,4/28/2013 9:30,0.73
MAC000002,4/28/2013 10:00,0.176
MAC000002,4/28/2013 10:30,0.297
MAC000002,4/28/2013 11:00,0.126
MAC000002,4/28/2013 11:30,0.073
MAC000002,4/28/2013 12:00,0.12
MAC000002,4/28/2013 12:30,0.086
MAC000002,4/28/2013 13:00,0.207
MAC000002,4/28/2013 13:30,0.45
MAC000002,4/28/2013 14:00,0.298
MAC000002,4/28/2013 14:30,0.314
MAC000002,4/28/2013 15:00,0.268
MAC000002,4/28/2013 15:30,0.184
MAC000002,4/28/2013 16:00,0.274
MAC000002,4/28/2013 16:30,0.34
MAC000002,4/28/2013 17:00,0.322
MAC000002,4/28/2013 17:30,0.316
MAC000002,4/28/2013 18:00,0.224
MAC000002,4/28/2013 18:30,0.748
MAC000002,4/28/2013 19:00,0.356
MAC000002,4/28/2013 19:30,0.286
MAC000002,4/28/2013 20:00,0.247
MAC000002,4/28/2013 20:30,0.186
MAC000002,4/28/2013 21:00,0.206
MAC000002,4/28/2013 21:30,0.177
MAC000002,4/28/2013 22:00,0.201
MAC000002,4/28/2013 22:30,0.155
MAC000002,4/28/2013 23:00,0.184
MAC000002,4/28/2013 23:30,0.131
MAC000002,4/29/2013 0:00,0.189
MAC000002,4/29/2013 0:30,0.129
MAC000002,4/29/2013 1:00,0.133
MAC000002,4/29/2013 1:30,0.081
MAC000002,4/29/2013 2:00,0.113
MAC000002,4/29/2013 2:30,0.092
MAC000002,4/29/2013 3:00,0.101
MAC000002,4/29/2013 3:30,0.102
MAC000002,4/29/2013 4:00,0.09
MAC000002,4/29/2013 4:30,0.112
MAC000002,4/29/2013 5:00,0.078
MAC000002,4/29/2013 5:30,0.12
MAC000002,4/29/2013 6:00,0.068
MAC000002,4/29/2013 6:30,0.119
MAC000002,4/29/2013 7:00,0.067
MAC000002,4/29/2013 7:30,0.127
MAC000002,4/29/2013 8:00,0.107
MAC000002,4/29/2013 8:30,0.429
MAC000002,4/29/2013 9:00,0.115
MAC000002,4/29/2013 9:30,0.085
MAC000002,4/29/2013 10:00,0.124
MAC000002,4/29/2013 10:30,0.074
MAC000002,4/29/2013 11:00,0.124
MAC000002,4/29/2013 11:30,0.505
MAC000002,4/29/2013 12:00,0.119
MAC000002,4/29/2013 12:30,0.113
MAC000002,4/29/2013 13:00,0.09
MAC000002,4/29/2013 13:30,0.124
MAC000002,4/29/2013 14:00,0.076
MAC000002,4/29/2013 14:30,0.124
MAC000002,4/29/2013 15:00,0.106
MAC000002,4/29/2013 15:30,0.119
MAC000002,4/29/2013 16:00,0.096
MAC000002,4/29/2013 16:30,0.156
MAC000002,4/29/2013 17:00,0.126
MAC000002,4/29/2013 17:30,0.088
MAC000002,4/29/2013 18:00,0.128
MAC000002,4/29/2013 18:30,0.125
MAC000002,4/29/2013 19:00,1.178
MAC000002,4/29/2013 19:30,0.133
MAC000002,4/29/2013 20:00,0.19
MAC000002,4/29/2013 20:30,0.154
MAC000002,4/29/2013 21:00,0.172
MAC000002,4/29/2013 21:30,0.198
MAC000002,4/29/2013 22:00,0.153
MAC000002,4/29/2013 22:30,0.18
MAC000002,4/29/2013 23:00,0.117
MAC000002,4/29/2013 23:30,0.222
MAC000002,4/30/2013 0:00,0.155
MAC000002,4/30/2013 0:30,0.18
MAC000002,4/30/2013 1:00,0.131
MAC000002,4/30/2013 1:30,0.101
MAC000002,4/30/2013 2:00,0.125
MAC000002,4/30/2013 2:30,0.076
MAC000002,4/30/2013 3:00,0.123
MAC000002,4/30/2013 3:30,0.085
MAC000002,4/30/2013 4:00,0.111
MAC000002,4/30/2013 4:30,0.102
MAC000002,4/30/2013 5:00,0.093
MAC000002,4/30/2013 5:30,0.121
MAC000002,4/30/2013 6:00,0.074
MAC000002,4/30/2013 6:30,0.12
MAC000002,4/30/2013 7:00,0.082
MAC000002,4/30/2013 7:30,0.112
MAC000002,4/30/2013 8:00,0.113
MAC000002,4/30/2013 8:30,0.119
MAC000002,4/30/2013 9:00,0.771
MAC000002,4/30/2013 9:30,0.169
MAC000002,4/30/2013 10:00,0.137
MAC000002,4/30/2013 10:30,0.103
MAC000002,4/30/2013 11:00,0.104
MAC000002,4/30/2013 11:30,0.111
MAC000002,4/30/2013 12:00,0.089
MAC000002,4/30/2013 12:30,0.543
MAC000002,4/30/2013 13:00,0.075
MAC000002,4/30/2013 13:30,0.123
MAC000002,4/30/2013 14:00,0.086
MAC000002,4/30/2013 14:30,0.111
MAC000002,4/30/2013 15:00,0.105
MAC000002,4/30/2013 15:30,0.09
MAC000002,4/30/2013 16:00,0.162
MAC000002,4/30/2013 16:30,0.152
MAC000002,4/30/2013 17:00,0.255
MAC000002,4/30/2013 17:30,0.135
MAC000002,4/30/2013 18:00,0.109
MAC000002,4/30/2013 18:30,0.167
MAC000002,4/30/2013 19:00,0.936
MAC000002,4/30/2013 19:30,0.19
MAC000002,4/30/2013 20:00,0.153
MAC000002,4/30/2013 20:30,0.232
MAC000002,4/30/2013 21:00,0.266
MAC000002,4/30/2013 21:30,0.345
MAC000002,4/30/2013 22:00,0.282
MAC000002,4/30/2013 22:30,0.201
MAC000002,4/30/2013 23:00,0.237
MAC000002,4/30/2013 23:30,0.178
MAC000002,5/1/2013 0:00,0.226
MAC000002,5/1/2013 0:30,0.186
MAC000002,5/1/2013 1:00,0.207
MAC000002,5/1/2013 1:30,0.173
MAC000002,5/1/2013 2:00,0.1
MAC000002,5/1/2013 2:30,0.126
MAC000002,5/1/2013 3:00,0.076
MAC000002,5/1/2013 3:30,0.126
MAC000002,5/1/2013 4:00,0.083
MAC000002,5/1/2013 4:30,0.115
MAC000002,5/1/2013 5:00,0.101
MAC000002,5/1/2013 5:30,0.096
MAC000002,5/1/2013 6:00,0.117
MAC000002,5/1/2013 6:30,0.079
MAC000002,5/1/2013 7:00,0.12
MAC000002,5/1/2013 7:30,0.077
MAC000002,5/1/2013 8:00,0.162
MAC000002,5/1/2013 8:30,0.097
MAC000002,5/1/2013 9:00,0.423
MAC000002,5/1/2013 9:30,0.121
MAC000002,5/1/2013 10:00,0.092
MAC000002,5/1/2013 10:30,0.143
MAC000002,5/1/2013 11:00,0.276
MAC000002,5/1/2013 11:30,0.137
MAC000002,5/1/2013 12:00,0.358
MAC000002,5/1/2013 12:30,0.184
MAC000002,5/1/2013 13:00,0.128
MAC000002,5/1/2013 13:30,0.114
MAC000002,5/1/2013 14:00,0.084
MAC000002,5/1/2013 14:30,0.123
MAC000002,5/1/2013 15:00,0.075
MAC000002,5/1/2013 15:30,0.12
MAC000002,5/1/2013 16:00,0.123
MAC000002,5/1/2013 16:30,0.102
MAC000002,5/1/2013 17:00,0.115
MAC000002,5/1/2013 17:30,0.087
MAC000002,5/1/2013 18:00,0.186
